OTU	Size	full_tax	Phylum_order 	Phylum	Class	Order	Family	Genus
Otu4538	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Coprococcus100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
Otu4539	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Dorea100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
Otu4540	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Roseburia100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Otu4541	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Ruminococcus2100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
Otu4543	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Otu4544	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4545	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Otu4546	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Otu4547	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4548	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4549	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4550	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4552	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Dorea100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
Otu4554	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4556	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4557	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Roseburia100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Otu4558	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4559	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4560	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Otu4561	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4563	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4564	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4565	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4566	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4568	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcus100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Otu4569	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4570	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4571	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4572	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4573	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Otu4574	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Otu4575	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4576	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Otu4577	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4578	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Otu4579	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Clostridium_IV100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Otu4580	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4581	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4582	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Otu4583	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiaceae_1100;Clostridiaceae_1_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridiaceae_1_unclassified
Otu4584	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Blautia100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Otu4585	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4586	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4587	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Howardella100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Howardella
Otu4588	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Otu4589	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4590	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4592	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Otu4593	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4594	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4595	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4596	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Ruminococcus2100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
Otu4598	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4600	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Otu4601	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Otu4602	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Roseburia100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Otu4603	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Coprococcus100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
Otu4604	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4605	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Blautia100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Otu4606	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4607	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4608	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4609	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Eubacteriaceae100;Eubacterium100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
Otu4611	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4612	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4613	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4614	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4615	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4616	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Clostridium_XlVa100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Otu4617	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4618	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4620	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4621	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Otu4623	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4624	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4625	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4626	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4629	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4630	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4631	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4632	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Clostridium_XlVa100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Otu4633	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4635	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Otu4636	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4637	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Anaerotruncus100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
Otu4638	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Otu4639	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4640	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4641	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4642	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4643	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4644	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4645	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4646	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcus100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Otu4647	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4648	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4650	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4651	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Otu4652	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Eubacteriaceae100;Pseudoramibacter100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter
Otu4653	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4654	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4655	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4656	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4657	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4658	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4659	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4660	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Otu4661	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4662	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4663	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4664	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4665	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4666	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4667	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Blautia100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Otu4668	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4669	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
