OTU	Size	full_tax	Phylum_order 	Phylum	Class	Order	Family	Genus
Otu4188	2	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu4209	2	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu4212	2	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu4238	2	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Coriobacteriaceae_unclassified100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Coriobacteriaceae_unclassified
Otu4244	2	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Coriobacteriaceae_unclassified100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Coriobacteriaceae_unclassified
Otu4250	2	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Asaccharobacter100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Asaccharobacter
Otu4267	2	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu4280	2	Bacteria100;Actinobacteria100;Actinobacteria_unclassified100;Actinobacteria_unclassified100;Actinobacteria_unclassified100;Actinobacteria_unclassified100;	04_Actinobacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified
Otu4377	2	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu4489	2	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Enterorhabdus100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Enterorhabdus
Otu4551	2	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu4692	2	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Coriobacteriaceae_unclassified100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Coriobacteriaceae_unclassified
Otu4860	2	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu4874	2	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Gordonibacter100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Gordonibacter
Otu4877	2	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Gordonibacter100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Gordonibacter
Otu4884	2	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Gordonibacter100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Gordonibacter
Otu7920	1	Bacteria100;Actinobacteria100;Actinobacteria100;Bifidobacteriales100;Bifidobacteriaceae100;Bifidobacterium100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Otu7921	1	Bacteria100;Actinobacteria100;Actinobacteria100;Bifidobacteriales100;Bifidobacteriaceae100;Bifidobacterium100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Otu7922	1	Bacteria100;Actinobacteria100;Actinobacteria100;Bifidobacteriales100;Bifidobacteriaceae100;Bifidobacterium100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Otu7924	1	Bacteria100;Actinobacteria100;Actinobacteria100;Bifidobacteriales100;Bifidobacteriaceae100;Bifidobacterium100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Otu7925	1	Bacteria100;Actinobacteria100;Actinobacteria100;Bifidobacteriales100;Bifidobacteriaceae100;Bifidobacterium100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Otu7926	1	Bacteria100;Actinobacteria100;Actinobacteria100;Bifidobacteriales100;Bifidobacteriaceae100;Bifidobacterium100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Otu7927	1	Bacteria100;Actinobacteria100;Actinobacteria100;Bifidobacteriales100;Bifidobacteriaceae100;Bifidobacterium100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Otu7928	1	Bacteria100;Actinobacteria100;Actinobacteria100;Bifidobacteriales100;Bifidobacteriaceae100;Bifidobacterium100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Otu7929	1	Bacteria100;Actinobacteria100;Actinobacteria100;Bifidobacteriales100;Bifidobacteriaceae100;Bifidobacterium100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Otu7930	1	Bacteria100;Actinobacteria100;Actinobacteria100;Bifidobacteriales100;Bifidobacteriaceae100;Bifidobacterium100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Otu7931	1	Bacteria100;Actinobacteria100;Actinobacteria100;Bifidobacteriales100;Bifidobacteriaceae100;Bifidobacterium100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Otu7932	1	Bacteria100;Actinobacteria100;Actinobacteria100;Bifidobacteriales100;Bifidobacteriaceae100;Bifidobacterium100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Otu7934	1	Bacteria100;Actinobacteria100;Actinobacteria100;Bifidobacteriales100;Bifidobacteriaceae100;Bifidobacterium100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Otu7935	1	Bacteria100;Actinobacteria100;Actinobacteria100;Bifidobacteriales100;Bifidobacteriaceae100;Bifidobacterium100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Otu7936	1	Bacteria100;Actinobacteria100;Actinobacteria100;Bifidobacteriales100;Bifidobacteriaceae100;Bifidobacterium100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Otu7937	1	Bacteria100;Actinobacteria100;Actinobacteria100;Bifidobacteriales100;Bifidobacteriaceae100;Bifidobacterium100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Otu7938	1	Bacteria100;Actinobacteria100;Actinobacteria100;Bifidobacteriales100;Bifidobacteriaceae100;Bifidobacterium100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Otu7941	1	Bacteria100;Actinobacteria100;Actinobacteria100;Bifidobacteriales100;Bifidobacteriaceae100;Bifidobacterium100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Otu7942	1	Bacteria100;Actinobacteria100;Actinobacteria100;Bifidobacteriales100;Bifidobacteriaceae100;Bifidobacterium100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Otu7943	1	Bacteria100;Actinobacteria100;Actinobacteria100;Bifidobacteriales100;Bifidobacteriaceae100;Bifidobacterium100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Otu7944	1	Bacteria100;Actinobacteria100;Actinobacteria100;Bifidobacteriales100;Bifidobacteriaceae100;Bifidobacterium100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Otu7945	1	Bacteria100;Actinobacteria100;Actinobacteria100;Bifidobacteriales100;Bifidobacteriaceae100;Bifidobacterium100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Otu8186	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Gordonibacter100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Gordonibacter
Otu8187	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Coriobacteriaceae_unclassified100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Coriobacteriaceae_unclassified
Otu8188	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Coriobacteriaceae_unclassified100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Coriobacteriaceae_unclassified
Otu8192	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu8195	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu8197	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Coriobacteriaceae_unclassified100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Coriobacteriaceae_unclassified
Otu8204	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu8206	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu8207	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu8208	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Gordonibacter100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Gordonibacter
Otu8209	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu8210	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu8214	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu8215	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu8217	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Asaccharobacter100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Asaccharobacter
Otu8218	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Coriobacteriaceae_unclassified100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Coriobacteriaceae_unclassified
Otu8219	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu8220	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Coriobacteriaceae_unclassified100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Coriobacteriaceae_unclassified
Otu8221	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu8226	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu8229	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Coriobacteriaceae_unclassified100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Coriobacteriaceae_unclassified
Otu8234	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Coriobacteriaceae_unclassified100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Coriobacteriaceae_unclassified
Otu8235	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Coriobacteriaceae_unclassified100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Coriobacteriaceae_unclassified
Otu8236	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu8237	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Eggerthella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella
Otu8241	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu8242	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu8243	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu8244	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu8252	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu8257	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu8260	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu8263	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu8272	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Atopobium100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Atopobium
Otu8274	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Coriobacteriaceae_unclassified100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Coriobacteriaceae_unclassified
Otu8277	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Coriobacteriaceae_unclassified100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Coriobacteriaceae_unclassified
Otu8279	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Coriobacteriaceae_unclassified100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Coriobacteriaceae_unclassified
Otu8280	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Coriobacteriaceae_unclassified100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Coriobacteriaceae_unclassified
Otu8281	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu8283	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Coriobacteriaceae_unclassified100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Coriobacteriaceae_unclassified
Otu8284	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu8286	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu8287	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu8294	1	Bacteria100;Actinobacteria100;Actinobacteria100;Coriobacteriales100;Coriobacteriaceae100;Collinsella100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
Otu8335	1	Bacteria100;Actinobacteria100;Actinobacteria100;Actinobacteria_unclassified100;Actinobacteria_unclassified100;Actinobacteria_unclassified100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified
Otu8336	1	Bacteria100;Actinobacteria100;Actinobacteria100;Actinobacteria_unclassified100;Actinobacteria_unclassified100;Actinobacteria_unclassified100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified
Otu8337	1	Bacteria100;Actinobacteria100;Actinobacteria100;Actinobacteria_unclassified100;Actinobacteria_unclassified100;Actinobacteria_unclassified100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified
Otu8338	1	Bacteria100;Actinobacteria100;Actinobacteria100;Actinobacteria_unclassified100;Actinobacteria_unclassified100;Actinobacteria_unclassified100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified
Otu8339	1	Bacteria100;Actinobacteria100;Actinobacteria100;Actinobacteria_unclassified100;Actinobacteria_unclassified100;Actinobacteria_unclassified100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified
Otu8340	1	Bacteria100;Actinobacteria100;Actinobacteria100;Actinobacteria_unclassified100;Actinobacteria_unclassified100;Actinobacteria_unclassified100;	04_Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified
